t1,t2,t3,eig
TFFT,FFTF,FFTT,0.7224
TFFT,FFTF,FTFF,0.7265
TFFT,FFTF,FTFT,0.8396
TFFT,FFTF,FTTF,0.7224
TFFT,FFTF,FTTT,0.7710
TFFT,FFTF,TFFF,0.7710
TFFT,FFTF,TFFT,0.7224
TFFT,FFTF,TFTF,0.8396
TFFT,FFTF,TFTT,0.7265
TFFT,FFTF,TTFF,0.7224
TFFT,FFTF,TTFT,0.7265
TFFT,FFTF,TTTF,0.7265
TFFT,FFTF,TTTT,0.9616
TFFT,FFTT,FFFF,0.9082
TFFT,FFTT,FFFT,0.7224
TFFT,FFTT,FFTF,0.7224
TFFT,FFTT,FFTT,0.3964
TFFT,FFTT,FTFF,0.7224
TFFT,FFTT,FTFT,0.5037
TFFT,FFTT,FTTF,0.3964
TFFT,FFTT,FTTT,0.7011
TFFT,FFTT,TFFF,0.7011
TFFT,FFTT,TFFT,0.3964
TFFT,FFTT,TFTF,0.5037
TFFT,FFTT,TFTT,0.7224
TFFT,FFTT,TTFF,0.3964
TFFT,FFTT,TTFT,0.7224
TFFT,FFTT,TTTF,0.7224
TFFT,FFTT,TTTT,0.9082
TFFT,FTFF,FFFF,0.9616
TFFT,FTFF,FFFT,0.7265
TFFT,FTFF,FFTF,0.7265
TFFT,FTFF,FFTT,0.7224
TFFT,FTFF,FTFF,0.7265
TFFT,FTFF,FTFT,0.8396
TFFT,FTFF,FTTF,0.7224
TFFT,FTFF,FTTT,0.7710
TFFT,FTFF,TFFF,0.7710
TFFT,FTFF,TFFT,0.7224
TFFT,FTFF,TFTF,0.8396
TFFT,FTFF,TFTT,0.7265
TFFT,FTFF,TTFF,0.7224
TFFT,FTFF,TTFT,0.7265
TFFT,FTFF,TTTF,0.7265
TFFT,FTFF,TTTT,0.9616
TFFT,FTFT,FFFF,0.9776
TFFT,FTFT,FFFT,0.8396
TFFT,FTFT,FFTF,0.8396
TFFT,FTFT,FFTT,0.5037
TFFT,FTFT,FTFF,0.8396
TFFT,FTFT,FTFT,0.4810
TFFT,FTFT,FTTF,0.5037
TFFT,FTFT,FTTT,0.8428
TFFT,FTFT,TFFF,0.8428
TFFT,FTFT,TFFT,0.5037
TFFT,FTFT,TFTF,0.4810
TFFT,FTFT,TFTT,0.8396
TFFT,FTFT,TTFF,0.5037
TFFT,FTFT,TTFT,0.8396
TFFT,FTFT,TTTF,0.8396
TFFT,FTFT,TTTT,0.9776
TFFT,FTTF,FFFF,0.9082
TFFT,FTTF,FFFT,0.7224
TFFT,FTTF,FFTF,0.7224
TFFT,FTTF,FFTT,0.3964
TFFT,FTTF,FTFF,0.7224
TFFT,FTTF,FTFT,0.5037
TFFT,FTTF,FTTF,0.3964
TFFT,FTTF,FTTT,0.7011
TFFT,FTTF,TFFF,0.7011
TFFT,FTTF,TFFT,0.3964
TFFT,FTTF,TFTF,0.5037
TFFT,FTTF,TFTT,0.7224
TFFT,FTTF,TTFF,0.3964
TFFT,FTTF,TTFT,0.7224
TFFT,FTTF,TTTF,0.7224
TFFT,FTTF,TTTT,0.9082
TFFT,FTTT,FFFF,0.9016
TFFT,FTTT,FFFT,0.7710
TFFT,FTTT,FFTF,0.7710
TFFT,FTTT,FFTT,0.7011
TFFT,FTTT,FTFF,0.7710
TFFT,FTTT,FTFT,0.8428
TFFT,FTTT,FTTF,0.7011
TFFT,FTTT,FTTT,0.7136
TFFT,FTTT,TFFF,0.7136
TFFT,FTTT,TFFT,0.7011
TFFT,FTTT,TFTF,0.8428
TFFT,FTTT,TFTT,0.7710
TFFT,FTTT,TTFF,0.7011
TFFT,FTTT,TTFT,0.7710
TFFT,FTTT,TTTF,0.7710
TFFT,FTTT,TTTT,0.9016
TFFT,TFFF,FFFF,0.9016
TFFT,TFFF,FFFT,0.7710
TFFT,TFFF,FFTF,0.7710
TFFT,TFFF,FFTT,0.7011
TFFT,TFFF,FTFF,0.7710
TFFT,TFFF,FTFT,0.8428
TFFT,TFFF,FTTF,0.7011
TFFT,TFFF,FTTT,0.7136
TFFT,TFFF,TFFF,0.7136
TFFT,TFFF,TFFT,0.7011
TFFT,TFFF,TFTF,0.8428
TFFT,TFFF,TFTT,0.7710
TFFT,TFFF,TTFF,0.7011
TFFT,TFFF,TTFT,0.7710
TFFT,TFFF,TTTF,0.7710
TFFT,TFFF,TTTT,0.9016
TFFT,TFFT,FFFF,0.9082
TFFT,TFFT,FFFT,0.7224
TFFT,TFFT,FFTF,0.7224
TFFT,TFFT,FFTT,0.3964
TFFT,TFFT,FTFF,0.7224
TFFT,TFFT,FTFT,0.5037
TFFT,TFFT,FTTF,0.3964
TFFT,TFFT,FTTT,0.7011
TFFT,TFFT,TFFF,0.7011
TFFT,TFFT,TFFT,0.3964
TFFT,TFFT,TFTF,0.5037
TFFT,TFFT,TFTT,0.7224
TFFT,TFFT,TTFF,0.3964
TFFT,TFFT,TTFT,0.7224
TFFT,TFFT,TTTF,0.7224
TFFT,TFFT,TTTT,0.9082
TFFT,TFTF,FFFF,0.9776
TFFT,TFTF,FFFT,0.8396
TFFT,TFTF,FFTF,0.8396
TFFT,TFTF,FFTT,0.5037
TFFT,TFTF,FTFF,0.8396
TFFT,TFTF,FTFT,0.4810
TFFT,TFTF,FTTF,0.5037
TFFT,TFTF,FTTT,0.8428
TFFT,TFTF,TFFF,0.8428
TFFT,TFTF,TFFT,0.5037
TFFT,TFTF,TFTF,0.4810
TFFT,TFTF,TFTT,0.8396
TFFT,TFTF,TTFF,0.5037
TFFT,TFTF,TTFT,0.8396
TFFT,TFTF,TTTF,0.8396
TFFT,TFTF,TTTT,0.9776
TFFT,TFTT,FFFF,0.9616
TFFT,TFTT,FFFT,0.7265
TFFT,TFTT,FFTF,0.7265
TFFT,TFTT,FFTT,0.7224
TFFT,TFTT,FTFF,0.7265
TFFT,TFTT,FTFT,0.8396
TFFT,TFTT,FTTF,0.7224
TFFT,TFTT,FTTT,0.7710
TFFT,TFTT,TFFF,0.7710
TFFT,TFTT,TFFT,0.7224
TFFT,TFTT,TFTF,0.8396
TFFT,TFTT,TFTT,0.7265
TFFT,TFTT,TTFF,0.7224
TFFT,TFTT,TTFT,0.7265
TFFT,TFTT,TTTF,0.7265
TFFT,TFTT,TTTT,0.9616
TFFT,TTFF,FFFF,0.9082
TFFT,TTFF,FFFT,0.7224
TFFT,TTFF,FFTF,0.7224
TFFT,TTFF,FFTT,0.3964
TFFT,TTFF,FTFF,0.7224
TFFT,TTFF,FTFT,0.5037
TFFT,TTFF,FTTF,0.3964
TFFT,TTFF,FTTT,0.7011
TFFT,TTFF,TFFF,0.7011
TFFT,TTFF,TFFT,0.3964
TFFT,TTFF,TFTF,0.5037
TFFT,TTFF,TFTT,0.7224
TFFT,TTFF,TTFF,0.3964
TFFT,TTFF,TTFT,0.7224
TFFT,TTFF,TTTF,0.7224
TFFT,TTFF,TTTT,0.9082
TFFT,TTFT,FFFF,0.9616
TFFT,TTFT,FFFT,0.7265
TFFT,TTFT,FFTF,0.7265
TFFT,TTFT,FFTT,0.7224
TFFT,TTFT,FTFF,0.7265
TFFT,TTFT,FTFT,0.8396
TFFT,TTFT,FTTF,0.7224
TFFT,TTFT,FTTT,0.7710
TFFT,TTFT,TFFF,0.7710
TFFT,TTFT,TFFT,0.7224
TFFT,TTFT,TFTF,0.8396
TFFT,TTFT,TFTT,0.7265
TFFT,TTFT,TTFF,0.7224
TFFT,TTFT,TTFT,0.7265
TFFT,TTFT,TTTF,0.7265
TFFT,TTFT,TTTT,0.9616
TFFT,TTTF,FFFF,0.9616
TFFT,TTTF,FFFT,0.7265
TFFT,TTTF,FFTF,0.7265
TFFT,TTTF,FFTT,0.7224
TFFT,TTTF,FTFF,0.7265
TFFT,TTTF,FTFT,0.8396
TFFT,TTTF,FTTF,0.7224
TFFT,TTTF,FTTT,0.7710
TFFT,TTTF,TFFF,0.7710
TFFT,TTTF,TFFT,0.7224
TFFT,TTTF,TFTF,0.8396
TFFT,TTTF,TFTT,0.7265
TFFT,TTTF,TTFF,0.7224
TFFT,TTTF,TTFT,0.7265
TFFT,TTTF,TTTF,0.7265
TFFT,TTTF,TTTT,0.9616
TFFT,TTTT,FFFF,0.9636
TFFT,TTTT,FFFT,0.9616
TFFT,TTTT,FFTF,0.9616
TFFT,TTTT,FFTT,0.9082
TFFT,TTTT,FTFF,0.9616
TFFT,TTTT,FTFT,0.9776
TFFT,TTTT,FTTF,0.9082
TFFT,TTTT,FTTT,0.9016
TFFT,TTTT,TFFF,0.9016
TFFT,TTTT,TFFT,0.9082
TFFT,TTTT,TFTF,0.9776
TFFT,TTTT,TFTT,0.9616
TFFT,TTTT,TTFF,0.9082
TFFT,TTTT,TTFT,0.9616
TFFT,TTTT,TTTF,0.9616
TFFT,TTTT,TTTT,0.9636
TFTF,FFFF,FFFF,1.0177
TFTF,FFFF,FFFT,0.9815
TFTF,FFFF,FFTF,0.9815
TFTF,FFFF,FFTT,0.9776
TFTF,FFFF,FTFF,0.9815
TFTF,FFFF,FTFT,0.9905
TFTF,FFFF,FTTF,0.9776
TFTF,FFFF,FTTT,0.9803
TFTF,FFFF,TFFF,0.9803
TFTF,FFFF,TFFT,0.9776
TFTF,FFFF,TFTF,0.9905
TFTF,FFFF,TFTT,0.9815
TFTF,FFFF,TTFF,0.9776
TFTF,FFFF,TTFT,0.9815
TFTF,FFFF,TTTF,0.9815
TFTF,FFFF,TTTT,1.0177
TFTF,FFFT,FFFF,0.9815
TFTF,FFFT,FFFT,0.8716
TFTF,FFFT,FFTF,0.8716
TFTF,FFFT,FFTT,0.8396
TFTF,FFFT,FTFF,0.8716
TFTF,FFFT,FTFT,0.8561
TFTF,FFFT,FTTF,0.8396
TFTF,FFFT,FTTT,0.8708
TFTF,FFFT,TFFF,0.8708
TFTF,FFFT,TFFT,0.8396
TFTF,FFFT,TFTF,0.8561
TFTF,FFFT,TFTT,0.8716
TFTF,FFFT,TTFF,0.8396
TFTF,FFFT,TTFT,0.8716
TFTF,FFFT,TTTF,0.8716
TFTF,FFFT,TTTT,0.9815
TFTF,FFTF,FFFF,0.9815
TFTF,FFTF,FFFT,0.8716
TFTF,FFTF,FFTF,0.8716
TFTF,FFTF,FFTT,0.8396
TFTF,FFTF,FTFF,0.8716
TFTF,FFTF,FTFT,0.8561
TFTF,FFTF,FTTF,0.8396
TFTF,FFTF,FTTT,0.8708
TFTF,FFTF,TFFF,0.8708
TFTF,FFTF,TFFT,0.8396
TFTF,FFTF,TFTF,0.8561
TFTF,FFTF,TFTT,0.8716
TFTF,FFTF,TTFF,0.8396
TFTF,FFTF,TTFT,0.8716
TFTF,FFTF,TTTF,0.8716
TFTF,FFTF,TTTT,0.9815
TFTF,FFTT,FFFF,0.9776
TFTF,FFTT,FFFT,0.8396
TFTF,FFTT,FFTF,0.8396
TFTF,FFTT,FFTT,0.5037
TFTF,FFTT,FTFF,0.8396
TFTF,FFTT,FTFT,0.4810
TFTF,FFTT,FTTF,0.5037
TFTF,FFTT,FTTT,0.8428
TFTF,FFTT,TFFF,0.8428
TFTF,FFTT,TFFT,0.5037
TFTF,FFTT,TFTF,0.4810
TFTF,FFTT,TFTT,0.8396
TFTF,FFTT,TTFF,0.5037
TFTF,FFTT,TTFT,0.8396
TFTF,FFTT,TTTF,0.8396
TFTF,FFTT,TTTT,0.9776
TFTF,FTFF,FFFF,0.9815
TFTF,FTFF,FFFT,0.8716
TFTF,FTFF,FFTF,0.8716
TFTF,FTFF,FFTT,0.8396
TFTF,FTFF,FTFF,0.8716
TFTF,FTFF,FTFT,0.8561
TFTF,FTFF,FTTF,0.8396
TFTF,FTFF,FTTT,0.8708
TFTF,FTFF,TFFF,0.8708
TFTF,FTFF,TFFT,0.8396
TFTF,FTFF,TFTF,0.8561
TFTF,FTFF,TFTT,0.8716
TFTF,FTFF,TTFF,0.8396
TFTF,FTFF,TTFT,0.8716
TFTF,FTFF,TTTF,0.8716
TFTF,FTFF,TTTT,0.9815
TFTF,FTFT,FFFF,0.9905
TFTF,FTFT,FFFT,0.8561
TFTF,FTFT,FFTF,0.8561
TFTF,FTFT,FFTT,0.4810
TFTF,FTFT,FTFF,0.8561
TFTF,FTFT,FTFT,0.4632
TFTF,FTFT,FTTF,0.4810
TFTF,FTFT,FTTT,0.8611
TFTF,FTFT,TFFF,0.8611
TFTF,FTFT,TFFT,0.4810
TFTF,FTFT,TFTF,0.4632
TFTF,FTFT,TFTT,0.8561
TFTF,FTFT,TTFF,0.4810
TFTF,FTFT,TTFT,0.8561
TFTF,FTFT,TTTF,0.8561
TFTF,FTFT,TTTT,0.9905
TFTF,FTTF,FFFF,0.9776
TFTF,FTTF,FFFT,0.8396
TFTF,FTTF,FFTF,0.8396
TFTF,FTTF,FFTT,0.5037
TFTF,FTTF,FTFF,0.8396
TFTF,FTTF,FTFT,0.4810
TFTF,FTTF,FTTF,0.5037
TFTF,FTTF,FTTT,0.8428
TFTF,FTTF,TFFF,0.8428
TFTF,FTTF,TFFT,0.5037
TFTF,FTTF,TFTF,0.4810
TFTF,FTTF,TFTT,0.8396
TFTF,FTTF,TTFF,0.5037
TFTF,FTTF,TTFT,0.8396
TFTF,FTTF,TTTF,0.8396
TFTF,FTTF,TTTT,0.9776
TFTF,FTTT,FFFF,0.9803
TFTF,FTTT,FFFT,0.8708
TFTF,FTTT,FFTF,0.8708
TFTF,FTTT,FFTT,0.8428
TFTF,FTTT,FTFF,0.8708
TFTF,FTTT,FTFT,0.8611
TFTF,FTTT,FTTF,0.8428
TFTF,FTTT,FTTT,0.8747
TFTF,FTTT,TFFF,0.8747
TFTF,FTTT,TFFT,0.8428
TFTF,FTTT,TFTF,0.8611
TFTF,FTTT,TFTT,0.8708
TFTF,FTTT,TTFF,0.8428
TFTF,FTTT,TTFT,0.8708
TFTF,FTTT,TTTF,0.8708
TFTF,FTTT,TTTT,0.9803
TFTF,TFFF,FFFF,0.9803
TFTF,TFFF,FFFT,0.8708
TFTF,TFFF,FFTF,0.8708
TFTF,TFFF,FFTT,0.8428
TFTF,TFFF,FTFF,0.8708
TFTF,TFFF,FTFT,0.8611
TFTF,TFFF,FTTF,0.8428
TFTF,TFFF,FTTT,0.8747
TFTF,TFFF,TFFF,0.8747
TFTF,TFFF,TFFT,0.8428
TFTF,TFFF,TFTF,0.8611
TFTF,TFFF,TFTT,0.8708
TFTF,TFFF,TTFF,0.8428
TFTF,TFFF,TTFT,0.8708
TFTF,TFFF,TTTF,0.8708
TFTF,TFFF,TTTT,0.9803
TFTF,TFFT,FFFF,0.9776
TFTF,TFFT,FFFT,0.8396
TFTF,TFFT,FFTF,0.8396
TFTF,TFFT,FFTT,0.5037
TFTF,TFFT,FTFF,0.8396
TFTF,TFFT,FTFT,0.4810
TFTF,TFFT,FTTF,0.5037
TFTF,TFFT,FTTT,0.8428
TFTF,TFFT,TFFF,0.8428
TFTF,TFFT,TFFT,0.5037
TFTF,TFFT,TFTF,0.4810
TFTF,TFFT,TFTT,0.8396
TFTF,TFFT,TTFF,0.5037
TFTF,TFFT,TTFT,0.8396
TFTF,TFFT,TTTF,0.8396
TFTF,TFFT,TTTT,0.9776
TFTF,TFTF,FFFF,0.9905
TFTF,TFTF,FFFT,0.8561
TFTF,TFTF,FFTF,0.8561
TFTF,TFTF,FFTT,0.4810
TFTF,TFTF,FTFF,0.8561
TFTF,TFTF,FTFT,0.4632
TFTF,TFTF,FTTF,0.4810
TFTF,TFTF,FTTT,0.8611
TFTF,TFTF,TFFF,0.8611
TFTF,TFTF,TFFT,0.4810
TFTF,TFTF,TFTF,0.4632
TFTF,TFTF,TFTT,0.8561
TFTF,TFTF,TTFF,0.4810
TFTF,TFTF,TTFT,0.8561
TFTF,TFTF,TTTF,0.8561
TFTF,TFTF,TTTT,0.9905
TFTF,TFTT,FFFF,0.9815
TFTF,TFTT,FFFT,0.8716
TFTF,TFTT,FFTF,0.8716
TFTF,TFTT,FFTT,0.8396
TFTF,TFTT,FTFF,0.8716
TFTF,TFTT,FTFT,0.8561
TFTF,TFTT,FTTF,0.8396
TFTF,TFTT,FTTT,0.8708
TFTF,TFTT,TFFF,0.8708
TFTF,TFTT,TFFT,0.8396
TFTF,TFTT,TFTF,0.8561
TFTF,TFTT,TFTT,0.8716
TFTF,TFTT,TTFF,0.8396
TFTF,TFTT,TTFT,0.8716
TFTF,TFTT,TTTF,0.8716
TFTF,TFTT,TTTT,0.9815
TFTF,TTFF,FFFF,0.9776
TFTF,TTFF,FFFT,0.8396
TFTF,TTFF,FFTF,0.8396
TFTF,TTFF,FFTT,0.5037
TFTF,TTFF,FTFF,0.8396
TFTF,TTFF,FTFT,0.4810
TFTF,TTFF,FTTF,0.5037
TFTF,TTFF,FTTT,0.8428
TFTF,TTFF,TFFF,0.8428
TFTF,TTFF,TFFT,0.5037
TFTF,TTFF,TFTF,0.4810
TFTF,TTFF,TFTT,0.8396
TFTF,TTFF,TTFF,0.5037
TFTF,TTFF,TTFT,0.8396
TFTF,TTFF,TTTF,0.8396
TFTF,TTFF,TTTT,0.9776
TFTF,TTFT,FFFF,0.9815
TFTF,TTFT,FFFT,0.8716
TFTF,TTFT,FFTF,0.8716
TFTF,TTFT,FFTT,0.8396
TFTF,TTFT,FTFF,0.8716
TFTF,TTFT,FTFT,0.8561
TFTF,TTFT,FTTF,0.8396
TFTF,TTFT,FTTT,0.8708
TFTF,TTFT,TFFF,0.8708
TFTF,TTFT,TFFT,0.8396
TFTF,TTFT,TFTF,0.8561
TFTF,TTFT,TFTT,0.8716
TFTF,TTFT,TTFF,0.8396
TFTF,TTFT,TTFT,0.8716
TFTF,TTFT,TTTF,0.8716
TFTF,TTFT,TTTT,0.9815
TFTF,TTTF,FFFF,0.9815
TFTF,TTTF,FFFT,0.8716
TFTF,TTTF,FFTF,0.8716
TFTF,TTTF,FFTT,0.8396
TFTF,TTTF,FTFF,0.8716
TFTF,TTTF,FTFT,0.8561
TFTF,TTTF,FTTF,0.8396
TFTF,TTTF,FTTT,0.8708
TFTF,TTTF,TFFF,0.8708
TFTF,TTTF,TFFT,0.8396
TFTF,TTTF,TFTF,0.8561
TFTF,TTTF,TFTT,0.8716
TFTF,TTTF,TTFF,0.8396
TFTF,TTTF,TTFT,0.8716
TFTF,TTTF,TTTF,0.8716
TFTF,TTTF,TTTT,0.9815
TFTF,TTTT,FFFF,1.0177
TFTF,TTTT,FFFT,0.9815
TFTF,TTTT,FFTF,0.9815
TFTF,TTTT,FFTT,0.9776
TFTF,TTTT,FTFF,0.9815
TFTF,TTTT,FTFT,0.9905
TFTF,TTTT,FTTF,0.9776
TFTF,TTTT,FTTT,0.9803
TFTF,TTTT,TFFF,0.9803
TFTF,TTTT,TFFT,0.9776
TFTF,TTTT,TFTF,0.9905
TFTF,TTTT,TFTT,0.9815
TFTF,TTTT,TTFF,0.9776
TFTF,TTTT,TTFT,0.9815
TFTF,TTTT,TTTF,0.9815
TFTF,TTTT,TTTT,1.0177
TFTT,FFFF,FFFF,1.0049
TFTT,FFFF,FFFT,0.9669
TFTT,FFFF,FFTF,0.9669
TFTT,FFFF,FFTT,0.9616
TFTT,FFFF,FTFF,0.9669
TFTT,FFFF,FTFT,0.9815
TFTT,FFFF,FTTF,0.9616
TFTT,FFFF,FTTT,0.9627
TFTT,FFFF,TFFF,0.9627
TFTT,FFFF,TFFT,0.9616
TFTT,FFFF,TFTF,0.9815
TFTT,FFFF,TFTT,0.9669
TFTT,FFFF,TTFF,0.9616
TFTT,FFFF,TTFT,0.9669
TFTT,FFFF,TTTF,0.9669
TFTT,FFFF,TTTT,1.0049
TFTT,FFFT,FFFF,0.9669
TFTT,FFFT,FFFT,0.7131
TFTT,FFFT,FFTF,0.7131
TFTT,FFFT,FFTT,0.7265
TFTT,FFFT,FTFF,0.7131
TFTT,FFFT,FTFT,0.8716
TFTT,FFFT,FTTF,0.7265
TFTT,FFFT,FTTT,0.7822
TFTT,FFFT,TFFF,0.7822
TFTT,FFFT,TFFT,0.7265
TFTT,FFFT,TFTF,0.8716
TFTT,FFFT,TFTT,0.7131
TFTT,FFFT,TTFF,0.7265
TFTT,FFFT,TTFT,0.7131
TFTT,FFFT,TTTF,0.7131
TFTT,FFFT,TTTT,0.9669
TFTT,FFTF,FFFF,0.9669
TFTT,FFTF,FFFT,0.7131
TFTT,FFTF,FFTF,0.7131
TFTT,FFTF,FFTT,0.7265
TFTT,FFTF,FTFF,0.7131
TFTT,FFTF,FTFT,0.8716
TFTT,FFTF,FTTF,0.7265
TFTT,FFTF,FTTT,0.7822
TFTT,FFTF,TFFF,0.7822
TFTT,FFTF,TFFT,0.7265
TFTT,FFTF,TFTF,0.8716
TFTT,FFTF,TFTT,0.7131
TFTT,FFTF,TTFF,0.7265
TFTT,FFTF,TTFT,0.7131
TFTT,FFTF,TTTF,0.7131
TFTT,FFTF,TTTT,0.9669
TFTT,FFTT,FFFF,0.9616
TFTT,FFTT,FFFT,0.7265
TFTT,FFTT,FFTF,0.7265
TFTT,FFTT,FFTT,0.7224
TFTT,FFTT,FTFF,0.7265
TFTT,FFTT,FTFT,0.8396
TFTT,FFTT,FTTF,0.7224
TFTT,FFTT,FTTT,0.7710
TFTT,FFTT,TFFF,0.7710
TFTT,FFTT,TFFT,0.7224
TFTT,FFTT,TFTF,0.8396
TFTT,FFTT,TFTT,0.7265
TFTT,FFTT,TTFF,0.7224
TFTT,FFTT,TTFT,0.7265
TFTT,FFTT,TTTF,0.7265
TFTT,FFTT,TTTT,0.9616
TFTT,FTFF,FFFF,0.9669
TFTT,FTFF,FFFT,0.7131
TFTT,FTFF,FFTF,0.7131
TFTT,FTFF,FFTT,0.7265
TFTT,FTFF,FTFF,0.7131
TFTT,FTFF,FTFT,0.8716
TFTT,FTFF,FTTF,0.7265
TFTT,FTFF,FTTT,0.7822
TFTT,FTFF,TFFF,0.7822
TFTT,FTFF,TFFT,0.7265
TFTT,FTFF,TFTF,0.8716
TFTT,FTFF,TFTT,0.7131
TFTT,FTFF,TTFF,0.7265
TFTT,FTFF,TTFT,0.7131
TFTT,FTFF,TTTF,0.7131
TFTT,FTFF,TTTT,0.9669
TFTT,FTFT,FFFF,0.9815
TFTT,FTFT,FFFT,0.8716
TFTT,FTFT,FFTF,0.8716
TFTT,FTFT,FFTT,0.8396
TFTT,FTFT,FTFF,0.8716
TFTT,FTFT,FTFT,0.8561
TFTT,FTFT,FTTF,0.8396
TFTT,FTFT,FTTT,0.8708
TFTT,FTFT,TFFF,0.8708
TFTT,FTFT,TFFT,0.8396
TFTT,FTFT,TFTF,0.8561
TFTT,FTFT,TFTT,0.8716
TFTT,FTFT,TTFF,0.8396
TFTT,FTFT,TTFT,0.8716
TFTT,FTFT,TTTF,0.8716
TFTT,FTFT,TTTT,0.9815
TFTT,FTTF,FFFF,0.9616
TFTT,FTTF,FFFT,0.7265
TFTT,FTTF,FFTF,0.7265
TFTT,FTTF,FFTT,0.7224
TFTT,FTTF,FTFF,0.7265
TFTT,FTTF,FTFT,0.8396
TFTT,FTTF,FTTF,0.7224
TFTT,FTTF,FTTT,0.7710
TFTT,FTTF,TFFF,0.7710
TFTT,FTTF,TFFT,0.7224
TFTT,FTTF,TFTF,0.8396
TFTT,FTTF,TFTT,0.7265
