t1,t2,t3,eig
TFTT,FTTF,TTFF,0.7224
TFTT,FTTF,TTFT,0.7265
TFTT,FTTF,TTTF,0.7265
TFTT,FTTF,TTTT,0.9616
TFTT,FTTT,FFFF,0.9627
TFTT,FTTT,FFFT,0.7822
TFTT,FTTT,FFTF,0.7822
TFTT,FTTT,FFTT,0.7710
TFTT,FTTT,FTFF,0.7822
TFTT,FTTT,FTFT,0.8708
TFTT,FTTT,FTTF,0.7710
TFTT,FTTT,FTTT,0.7914
TFTT,FTTT,TFFF,0.7914
TFTT,FTTT,TFFT,0.7710
TFTT,FTTT,TFTF,0.8708
TFTT,FTTT,TFTT,0.7822
TFTT,FTTT,TTFF,0.7710
TFTT,FTTT,TTFT,0.7822
TFTT,FTTT,TTTF,0.7822
TFTT,FTTT,TTTT,0.9627
TFTT,TFFF,FFFF,0.9627
TFTT,TFFF,FFFT,0.7822
TFTT,TFFF,FFTF,0.7822
TFTT,TFFF,FFTT,0.7710
TFTT,TFFF,FTFF,0.7822
TFTT,TFFF,FTFT,0.8708
TFTT,TFFF,FTTF,0.7710
TFTT,TFFF,FTTT,0.7914
TFTT,TFFF,TFFF,0.7914
TFTT,TFFF,TFFT,0.7710
TFTT,TFFF,TFTF,0.8708
TFTT,TFFF,TFTT,0.7822
TFTT,TFFF,TTFF,0.7710
TFTT,TFFF,TTFT,0.7822
TFTT,TFFF,TTTF,0.7822
TFTT,TFFF,TTTT,0.9627
TFTT,TFFT,FFFF,0.9616
TFTT,TFFT,FFFT,0.7265
TFTT,TFFT,FFTF,0.7265
TFTT,TFFT,FFTT,0.7224
TFTT,TFFT,FTFF,0.7265
TFTT,TFFT,FTFT,0.8396
TFTT,TFFT,FTTF,0.7224
TFTT,TFFT,FTTT,0.7710
TFTT,TFFT,TFFF,0.7710
TFTT,TFFT,TFFT,0.7224
TFTT,TFFT,TFTF,0.8396
TFTT,TFFT,TFTT,0.7265
TFTT,TFFT,TTFF,0.7224
TFTT,TFFT,TTFT,0.7265
TFTT,TFFT,TTTF,0.7265
TFTT,TFFT,TTTT,0.9616
TFTT,TFTF,FFFF,0.9815
TFTT,TFTF,FFFT,0.8716
TFTT,TFTF,FFTF,0.8716
TFTT,TFTF,FFTT,0.8396
TFTT,TFTF,FTFF,0.8716
TFTT,TFTF,FTFT,0.8561
TFTT,TFTF,FTTF,0.8396
TFTT,TFTF,FTTT,0.8708
TFTT,TFTF,TFFF,0.8708
TFTT,TFTF,TFFT,0.8396
TFTT,TFTF,TFTF,0.8561
TFTT,TFTF,TFTT,0.8716
TFTT,TFTF,TTFF,0.8396
TFTT,TFTF,TTFT,0.8716
TFTT,TFTF,TTTF,0.8716
TFTT,TFTF,TTTT,0.9815
TFTT,TFTT,FFFF,0.9669
TFTT,TFTT,FFFT,0.7131
TFTT,TFTT,FFTF,0.7131
TFTT,TFTT,FFTT,0.7265
TFTT,TFTT,FTFF,0.7131
TFTT,TFTT,FTFT,0.8716
TFTT,TFTT,FTTF,0.7265
TFTT,TFTT,FTTT,0.7822
TFTT,TFTT,TFFF,0.7822
TFTT,TFTT,TFFT,0.7265
TFTT,TFTT,TFTF,0.8716
TFTT,TFTT,TFTT,0.7131
TFTT,TFTT,TTFF,0.7265
TFTT,TFTT,TTFT,0.7131
TFTT,TFTT,TTTF,0.7131
TFTT,TFTT,TTTT,0.9669
TFTT,TTFF,FFFF,0.9616
TFTT,TTFF,FFFT,0.7265
TFTT,TTFF,FFTF,0.7265
TFTT,TTFF,FFTT,0.7224
TFTT,TTFF,FTFF,0.7265
TFTT,TTFF,FTFT,0.8396
TFTT,TTFF,FTTF,0.7224
TFTT,TTFF,FTTT,0.7710
TFTT,TTFF,TFFF,0.7710
TFTT,TTFF,TFFT,0.7224
TFTT,TTFF,TFTF,0.8396
TFTT,TTFF,TFTT,0.7265
TFTT,TTFF,TTFF,0.7224
TFTT,TTFF,TTFT,0.7265
TFTT,TTFF,TTTF,0.7265
TFTT,TTFF,TTTT,0.9616
TFTT,TTFT,FFFF,0.9669
TFTT,TTFT,FFFT,0.7131
TFTT,TTFT,FFTF,0.7131
TFTT,TTFT,FFTT,0.7265
TFTT,TTFT,FTFF,0.7131
TFTT,TTFT,FTFT,0.8716
TFTT,TTFT,FTTF,0.7265
TFTT,TTFT,FTTT,0.7822
TFTT,TTFT,TFFF,0.7822
TFTT,TTFT,TFFT,0.7265
TFTT,TTFT,TFTF,0.8716
TFTT,TTFT,TFTT,0.7131
TFTT,TTFT,TTFF,0.7265
TFTT,TTFT,TTFT,0.7131
TFTT,TTFT,TTTF,0.7131
TFTT,TTFT,TTTT,0.9669
TFTT,TTTF,FFFF,0.9669
TFTT,TTTF,FFFT,0.7131
TFTT,TTTF,FFTF,0.7131
TFTT,TTTF,FFTT,0.7265
TFTT,TTTF,FTFF,0.7131
TFTT,TTTF,FTFT,0.8716
TFTT,TTTF,FTTF,0.7265
TFTT,TTTF,FTTT,0.7822
TFTT,TTTF,TFFF,0.7822
TFTT,TTTF,TFFT,0.7265
TFTT,TTTF,TFTF,0.8716
TFTT,TTTF,TFTT,0.7131
TFTT,TTTF,TTFF,0.7265
TFTT,TTTF,TTFT,0.7131
TFTT,TTTF,TTTF,0.7131
TFTT,TTTF,TTTT,0.9669
TFTT,TTTT,FFFF,1.0049
TFTT,TTTT,FFFT,0.9669
TFTT,TTTT,FFTF,0.9669
TFTT,TTTT,FFTT,0.9616
TFTT,TTTT,FTFF,0.9669
TFTT,TTTT,FTFT,0.9815
TFTT,TTTT,FTTF,0.9616
TFTT,TTTT,FTTT,0.9627
TFTT,TTTT,TFFF,0.9627
TFTT,TTTT,TFFT,0.9616
TFTT,TTTT,TFTF,0.9815
TFTT,TTTT,TFTT,0.9669
TFTT,TTTT,TTFF,0.9616
TFTT,TTTT,TTFT,0.9669
TFTT,TTTT,TTTF,0.9669
TFTT,TTTT,TTTT,1.0049
TTFF,FFFF,FFFF,0.9636
TTFF,FFFF,FFFT,0.9616
TTFF,FFFF,FFTF,0.9616
TTFF,FFFF,FFTT,0.9082
TTFF,FFFF,FTFF,0.9616
TTFF,FFFF,FTFT,0.9776
TTFF,FFFF,FTTF,0.9082
TTFF,FFFF,FTTT,0.9016
TTFF,FFFF,TFFF,0.9016
TTFF,FFFF,TFFT,0.9082
TTFF,FFFF,TFTF,0.9776
TTFF,FFFF,TFTT,0.9616
TTFF,FFFF,TTFF,0.9082
TTFF,FFFF,TTFT,0.9616
TTFF,FFFF,TTTF,0.9616
TTFF,FFFF,TTTT,0.9636
TTFF,FFFT,FFFF,0.9616
TTFF,FFFT,FFFT,0.7265
TTFF,FFFT,FFTF,0.7265
TTFF,FFFT,FFTT,0.7224
TTFF,FFFT,FTFF,0.7265
TTFF,FFFT,FTFT,0.8396
TTFF,FFFT,FTTF,0.7224
TTFF,FFFT,FTTT,0.7710
TTFF,FFFT,TFFF,0.7710
TTFF,FFFT,TFFT,0.7224
TTFF,FFFT,TFTF,0.8396
TTFF,FFFT,TFTT,0.7265
TTFF,FFFT,TTFF,0.7224
TTFF,FFFT,TTFT,0.7265
TTFF,FFFT,TTTF,0.7265
TTFF,FFFT,TTTT,0.9616
TTFF,FFTF,FFFF,0.9616
TTFF,FFTF,FFFT,0.7265
TTFF,FFTF,FFTF,0.7265
TTFF,FFTF,FFTT,0.7224
TTFF,FFTF,FTFF,0.7265
TTFF,FFTF,FTFT,0.8396
TTFF,FFTF,FTTF,0.7224
TTFF,FFTF,FTTT,0.7710
TTFF,FFTF,TFFF,0.7710
TTFF,FFTF,TFFT,0.7224
TTFF,FFTF,TFTF,0.8396
TTFF,FFTF,TFTT,0.7265
TTFF,FFTF,TTFF,0.7224
TTFF,FFTF,TTFT,0.7265
TTFF,FFTF,TTTF,0.7265
TTFF,FFTF,TTTT,0.9616
TTFF,FFTT,FFFF,0.9082
TTFF,FFTT,FFFT,0.7224
TTFF,FFTT,FFTF,0.7224
TTFF,FFTT,FFTT,0.3964
TTFF,FFTT,FTFF,0.7224
TTFF,FFTT,FTFT,0.5037
TTFF,FFTT,FTTF,0.3964
TTFF,FFTT,FTTT,0.7011
TTFF,FFTT,TFFF,0.7011
TTFF,FFTT,TFFT,0.3964
TTFF,FFTT,TFTF,0.5037
TTFF,FFTT,TFTT,0.7224
TTFF,FFTT,TTFF,0.3964
TTFF,FFTT,TTFT,0.7224
TTFF,FFTT,TTTF,0.7224
TTFF,FFTT,TTTT,0.9082
TTFF,FTFF,FFFF,0.9616
TTFF,FTFF,FFFT,0.7265
TTFF,FTFF,FFTF,0.7265
TTFF,FTFF,FFTT,0.7224
TTFF,FTFF,FTFF,0.7265
TTFF,FTFF,FTFT,0.8396
TTFF,FTFF,FTTF,0.7224
TTFF,FTFF,FTTT,0.7710
TTFF,FTFF,TFFF,0.7710
TTFF,FTFF,TFFT,0.7224
TTFF,FTFF,TFTF,0.8396
TTFF,FTFF,TFTT,0.7265
TTFF,FTFF,TTFF,0.7224
TTFF,FTFF,TTFT,0.7265
TTFF,FTFF,TTTF,0.7265
TTFF,FTFF,TTTT,0.9616
TTFF,FTFT,FFFF,0.9776
TTFF,FTFT,FFFT,0.8396
TTFF,FTFT,FFTF,0.8396
TTFF,FTFT,FFTT,0.5037
TTFF,FTFT,FTFF,0.8396
TTFF,FTFT,FTFT,0.4810
TTFF,FTFT,FTTF,0.5037
TTFF,FTFT,FTTT,0.8428
TTFF,FTFT,TFFF,0.8428
TTFF,FTFT,TFFT,0.5037
TTFF,FTFT,TFTF,0.4810
TTFF,FTFT,TFTT,0.8396
TTFF,FTFT,TTFF,0.5037
TTFF,FTFT,TTFT,0.8396
TTFF,FTFT,TTTF,0.8396
TTFF,FTFT,TTTT,0.9776
TTFF,FTTF,FFFF,0.9082
TTFF,FTTF,FFFT,0.7224
TTFF,FTTF,FFTF,0.7224
TTFF,FTTF,FFTT,0.3964
TTFF,FTTF,FTFF,0.7224
TTFF,FTTF,FTFT,0.5037
TTFF,FTTF,FTTF,0.3964
TTFF,FTTF,FTTT,0.7011
TTFF,FTTF,TFFF,0.7011
TTFF,FTTF,TFFT,0.3964
TTFF,FTTF,TFTF,0.5037
TTFF,FTTF,TFTT,0.7224
TTFF,FTTF,TTFF,0.3964
TTFF,FTTF,TTFT,0.7224
TTFF,FTTF,TTTF,0.7224
TTFF,FTTF,TTTT,0.9082
TTFF,FTTT,FFFF,0.9016
TTFF,FTTT,FFFT,0.7710
TTFF,FTTT,FFTF,0.7710
TTFF,FTTT,FFTT,0.7011
TTFF,FTTT,FTFF,0.7710
TTFF,FTTT,FTFT,0.8428
TTFF,FTTT,FTTF,0.7011
TTFF,FTTT,FTTT,0.7136
TTFF,FTTT,TFFF,0.7136
TTFF,FTTT,TFFT,0.7011
TTFF,FTTT,TFTF,0.8428
TTFF,FTTT,TFTT,0.7710
TTFF,FTTT,TTFF,0.7011
TTFF,FTTT,TTFT,0.7710
TTFF,FTTT,TTTF,0.7710
TTFF,FTTT,TTTT,0.9016
TTFF,TFFF,FFFF,0.9016
TTFF,TFFF,FFFT,0.7710
TTFF,TFFF,FFTF,0.7710
TTFF,TFFF,FFTT,0.7011
TTFF,TFFF,FTFF,0.7710
TTFF,TFFF,FTFT,0.8428
TTFF,TFFF,FTTF,0.7011
TTFF,TFFF,FTTT,0.7136
TTFF,TFFF,TFFF,0.7136
TTFF,TFFF,TFFT,0.7011
TTFF,TFFF,TFTF,0.8428
TTFF,TFFF,TFTT,0.7710
TTFF,TFFF,TTFF,0.7011
TTFF,TFFF,TTFT,0.7710
TTFF,TFFF,TTTF,0.7710
TTFF,TFFF,TTTT,0.9016
TTFF,TFFT,FFFF,0.9082
TTFF,TFFT,FFFT,0.7224
TTFF,TFFT,FFTF,0.7224
TTFF,TFFT,FFTT,0.3964
TTFF,TFFT,FTFF,0.7224
TTFF,TFFT,FTFT,0.5037
TTFF,TFFT,FTTF,0.3964
TTFF,TFFT,FTTT,0.7011
TTFF,TFFT,TFFF,0.7011
TTFF,TFFT,TFFT,0.3964
TTFF,TFFT,TFTF,0.5037
TTFF,TFFT,TFTT,0.7224
TTFF,TFFT,TTFF,0.3964
TTFF,TFFT,TTFT,0.7224
TTFF,TFFT,TTTF,0.7224
TTFF,TFFT,TTTT,0.9082
TTFF,TFTF,FFFF,0.9776
TTFF,TFTF,FFFT,0.8396
TTFF,TFTF,FFTF,0.8396
TTFF,TFTF,FFTT,0.5037
TTFF,TFTF,FTFF,0.8396
TTFF,TFTF,FTFT,0.4810
TTFF,TFTF,FTTF,0.5037
TTFF,TFTF,FTTT,0.8428
TTFF,TFTF,TFFF,0.8428
TTFF,TFTF,TFFT,0.5037
TTFF,TFTF,TFTF,0.4810
TTFF,TFTF,TFTT,0.8396
TTFF,TFTF,TTFF,0.5037
TTFF,TFTF,TTFT,0.8396
TTFF,TFTF,TTTF,0.8396
TTFF,TFTF,TTTT,0.9776
TTFF,TFTT,FFFF,0.9616
TTFF,TFTT,FFFT,0.7265
TTFF,TFTT,FFTF,0.7265
TTFF,TFTT,FFTT,0.7224
TTFF,TFTT,FTFF,0.7265
TTFF,TFTT,FTFT,0.8396
TTFF,TFTT,FTTF,0.7224
TTFF,TFTT,FTTT,0.7710
TTFF,TFTT,TFFF,0.7710
TTFF,TFTT,TFFT,0.7224
TTFF,TFTT,TFTF,0.8396
TTFF,TFTT,TFTT,0.7265
TTFF,TFTT,TTFF,0.7224
TTFF,TFTT,TTFT,0.7265
TTFF,TFTT,TTTF,0.7265
TTFF,TFTT,TTTT,0.9616
TTFF,TTFF,FFFF,0.9082
TTFF,TTFF,FFFT,0.7224
TTFF,TTFF,FFTF,0.7224
TTFF,TTFF,FFTT,0.3964
TTFF,TTFF,FTFF,0.7224
TTFF,TTFF,FTFT,0.5037
TTFF,TTFF,FTTF,0.3964
TTFF,TTFF,FTTT,0.7011
TTFF,TTFF,TFFF,0.7011
TTFF,TTFF,TFFT,0.3964
TTFF,TTFF,TFTF,0.5037
TTFF,TTFF,TFTT,0.7224
TTFF,TTFF,TTFF,0.3964
TTFF,TTFF,TTFT,0.7224
TTFF,TTFF,TTTF,0.7224
TTFF,TTFF,TTTT,0.9082
TTFF,TTFT,FFFF,0.9616
TTFF,TTFT,FFFT,0.7265
TTFF,TTFT,FFTF,0.7265
TTFF,TTFT,FFTT,0.7224
TTFF,TTFT,FTFF,0.7265
TTFF,TTFT,FTFT,0.8396
TTFF,TTFT,FTTF,0.7224
TTFF,TTFT,FTTT,0.7710
TTFF,TTFT,TFFF,0.7710
TTFF,TTFT,TFFT,0.7224
TTFF,TTFT,TFTF,0.8396
TTFF,TTFT,TFTT,0.7265
TTFF,TTFT,TTFF,0.7224
TTFF,TTFT,TTFT,0.7265
TTFF,TTFT,TTTF,0.7265
TTFF,TTFT,TTTT,0.9616
TTFF,TTTF,FFFF,0.9616
TTFF,TTTF,FFFT,0.7265
TTFF,TTTF,FFTF,0.7265
TTFF,TTTF,FFTT,0.7224
TTFF,TTTF,FTFF,0.7265
TTFF,TTTF,FTFT,0.8396
TTFF,TTTF,FTTF,0.7224
TTFF,TTTF,FTTT,0.7710
TTFF,TTTF,TFFF,0.7710
TTFF,TTTF,TFFT,0.7224
TTFF,TTTF,TFTF,0.8396
TTFF,TTTF,TFTT,0.7265
TTFF,TTTF,TTFF,0.7224
TTFF,TTTF,TTFT,0.7265
TTFF,TTTF,TTTF,0.7265
TTFF,TTTF,TTTT,0.9616
TTFF,TTTT,FFFF,0.9636
TTFF,TTTT,FFFT,0.9616
TTFF,TTTT,FFTF,0.9616
TTFF,TTTT,FFTT,0.9082
TTFF,TTTT,FTFF,0.9616
TTFF,TTTT,FTFT,0.9776
TTFF,TTTT,FTTF,0.9082
TTFF,TTTT,FTTT,0.9016
TTFF,TTTT,TFFF,0.9016
TTFF,TTTT,TFFT,0.9082
TTFF,TTTT,TFTF,0.9776
TTFF,TTTT,TFTT,0.9616
TTFF,TTTT,TTFF,0.9082
TTFF,TTTT,TTFT,0.9616
TTFF,TTTT,TTTF,0.9616
TTFF,TTTT,TTTT,0.9636
TTFT,FFFF,FFFF,1.0049
TTFT,FFFF,FFFT,0.9669
TTFT,FFFF,FFTF,0.9669
TTFT,FFFF,FFTT,0.9616
TTFT,FFFF,FTFF,0.9669
TTFT,FFFF,FTFT,0.9815
TTFT,FFFF,FTTF,0.9616
TTFT,FFFF,FTTT,0.9627
TTFT,FFFF,TFFF,0.9627
TTFT,FFFF,TFFT,0.9616
TTFT,FFFF,TFTF,0.9815
TTFT,FFFF,TFTT,0.9669
TTFT,FFFF,TTFF,0.9616
TTFT,FFFF,TTFT,0.9669
TTFT,FFFF,TTTF,0.9669
TTFT,FFFF,TTTT,1.0049
TTFT,FFFT,FFFF,0.9669
TTFT,FFFT,FFFT,0.7131
TTFT,FFFT,FFTF,0.7131
TTFT,FFFT,FFTT,0.7265
TTFT,FFFT,FTFF,0.7131
TTFT,FFFT,FTFT,0.8716
TTFT,FFFT,FTTF,0.7265
TTFT,FFFT,FTTT,0.7822
TTFT,FFFT,TFFF,0.7822
TTFT,FFFT,TFFT,0.7265
TTFT,FFFT,TFTF,0.8716
TTFT,FFFT,TFTT,0.7131
TTFT,FFFT,TTFF,0.7265
TTFT,FFFT,TTFT,0.7131
TTFT,FFFT,TTTF,0.7131
TTFT,FFFT,TTTT,0.9669
TTFT,FFTF,FFFF,0.9669
TTFT,FFTF,FFFT,0.7131
TTFT,FFTF,FFTF,0.7131
TTFT,FFTF,FFTT,0.7265
TTFT,FFTF,FTFF,0.7131
TTFT,FFTF,FTFT,0.8716
TTFT,FFTF,FTTF,0.7265
TTFT,FFTF,FTTT,0.7822
TTFT,FFTF,TFFF,0.7822
TTFT,FFTF,TFFT,0.7265
TTFT,FFTF,TFTF,0.8716
TTFT,FFTF,TFTT,0.7131
TTFT,FFTF,TTFF,0.7265
TTFT,FFTF,TTFT,0.7131
TTFT,FFTF,TTTF,0.7131
TTFT,FFTF,TTTT,0.9669
TTFT,FFTT,FFFF,0.9616
TTFT,FFTT,FFFT,0.7265
TTFT,FFTT,FFTF,0.7265
TTFT,FFTT,FFTT,0.7224
TTFT,FFTT,FTFF,0.7265
TTFT,FFTT,FTFT,0.8396
TTFT,FFTT,FTTF,0.7224
TTFT,FFTT,FTTT,0.7710
TTFT,FFTT,TFFF,0.7710
TTFT,FFTT,TFFT,0.7224
TTFT,FFTT,TFTF,0.8396
TTFT,FFTT,TFTT,0.7265
TTFT,FFTT,TTFF,0.7224
TTFT,FFTT,TTFT,0.7265
TTFT,FFTT,TTTF,0.7265
TTFT,FFTT,TTTT,0.9616
TTFT,FTFF,FFFF,0.9669
TTFT,FTFF,FFFT,0.7131
TTFT,FTFF,FFTF,0.7131
TTFT,FTFF,FFTT,0.7265
TTFT,FTFF,FTFF,0.7131
TTFT,FTFF,FTFT,0.8716
TTFT,FTFF,FTTF,0.7265
TTFT,FTFF,FTTT,0.7822
TTFT,FTFF,TFFF,0.7822
TTFT,FTFF,TFFT,0.7265
TTFT,FTFF,TFTF,0.8716
TTFT,FTFF,TFTT,0.7131
TTFT,FTFF,TTFF,0.7265
TTFT,FTFF,TTFT,0.7131
TTFT,FTFF,TTTF,0.7131
TTFT,FTFF,TTTT,0.9669
TTFT,FTFT,FFFF,0.9815
TTFT,FTFT,FFFT,0.8716
TTFT,FTFT,FFTF,0.8716
TTFT,FTFT,FFTT,0.8396
TTFT,FTFT,FTFF,0.8716
TTFT,FTFT,FTFT,0.8561
TTFT,FTFT,FTTF,0.8396
TTFT,FTFT,FTTT,0.8708
TTFT,FTFT,TFFF,0.8708
TTFT,FTFT,TFFT,0.8396
TTFT,FTFT,TFTF,0.8561
TTFT,FTFT,TFTT,0.8716
TTFT,FTFT,TTFF,0.8396
TTFT,FTFT,TTFT,0.8716
TTFT,FTFT,TTTF,0.8716
TTFT,FTFT,TTTT,0.9815
TTFT,FTTF,FFFF,0.9616
TTFT,FTTF,FFFT,0.7265
TTFT,FTTF,FFTF,0.7265
TTFT,FTTF,FFTT,0.7224
TTFT,FTTF,FTFF,0.7265
TTFT,FTTF,FTFT,0.8396
TTFT,FTTF,FTTF,0.7224
TTFT,FTTF,FTTT,0.7710
TTFT,FTTF,TFFF,0.7710
TTFT,FTTF,TFFT,0.7224
TTFT,FTTF,TFTF,0.8396
TTFT,FTTF,TFTT,0.7265
TTFT,FTTF,TTFF,0.7224
TTFT,FTTF,TTFT,0.7265
TTFT,FTTF,TTTF,0.7265
TTFT,FTTF,TTTT,0.9616
TTFT,FTTT,FFFF,0.9627
TTFT,FTTT,FFFT,0.7822
TTFT,FTTT,FFTF,0.7822
TTFT,FTTT,FFTT,0.7710
TTFT,FTTT,FTFF,0.7822
TTFT,FTTT,FTFT,0.8708
TTFT,FTTT,FTTF,0.7710
TTFT,FTTT,FTTT,0.7914
TTFT,FTTT,TFFF,0.7914
TTFT,FTTT,TFFT,0.7710
TTFT,FTTT,TFTF,0.8708
TTFT,FTTT,TFTT,0.7822
TTFT,FTTT,TTFF,0.7710
TTFT,FTTT,TTFT,0.7822
TTFT,FTTT,TTTF,0.7822
TTFT,FTTT,TTTT,0.9627
TTFT,TFFF,FFFF,0.9627
TTFT,TFFF,FFFT,0.7822
TTFT,TFFF,FFTF,0.7822
TTFT,TFFF,FFTT,0.7710
TTFT,TFFF,FTFF,0.7822
TTFT,TFFF,FTFT,0.8708
TTFT,TFFF,FTTF,0.7710
TTFT,TFFF,FTTT,0.7914
TTFT,TFFF,TFFF,0.7914
TTFT,TFFF,TFFT,0.7710
TTFT,TFFF,TFTF,0.8708
TTFT,TFFF,TFTT,0.7822
TTFT,TFFF,TTFF,0.7710
TTFT,TFFF,TTFT,0.7822
TTFT,TFFF,TTTF,0.7822
TTFT,TFFF,TTTT,0.9627
TTFT,TFFT,FFFF,0.9616
TTFT,TFFT,FFFT,0.7265
TTFT,TFFT,FFTF,0.7265
TTFT,TFFT,FFTT,0.7224
TTFT,TFFT,FTFF,0.7265
TTFT,TFFT,FTFT,0.8396
TTFT,TFFT,FTTF,0.7224
TTFT,TFFT,FTTT,0.7710
TTFT,TFFT,TFFF,0.7710
TTFT,TFFT,TFFT,0.7224
TTFT,TFFT,TFTF,0.8396
TTFT,TFFT,TFTT,0.7265
TTFT,TFFT,TTFF,0.7224
TTFT,TFFT,TTFT,0.7265
TTFT,TFFT,TTTF,0.7265
TTFT,TFFT,TTTT,0.9616
TTFT,TFTF,FFFF,0.9815
TTFT,TFTF,FFFT,0.8716
TTFT,TFTF,FFTF,0.8716
TTFT,TFTF,FFTT,0.8396
TTFT,TFTF,FTFF,0.8716
TTFT,TFTF,FTFT,0.8561
TTFT,TFTF,FTTF,0.8396
TTFT,TFTF,FTTT,0.8708
TTFT,TFTF,TFFF,0.8708
TTFT,TFTF,TFFT,0.8396
TTFT,TFTF,TFTF,0.8561
TTFT,TFTF,TFTT,0.8716
TTFT,TFTF,TTFF,0.8396
TTFT,TFTF,TTFT,0.8716
TTFT,TFTF,TTTF,0.8716
TTFT,TFTF,TTTT,0.9815
TTFT,TFTT,FFFF,0.9669
TTFT,TFTT,FFFT,0.7131
TTFT,TFTT,FFTF,0.7131
TTFT,TFTT,FFTT,0.7265
TTFT,TFTT,FTFF,0.7131
TTFT,TFTT,FTFT,0.8716
